job_id,title,core,role
11,데브옵스 개발자,"개발,kubernetes,helm,알고리즘,자료구조,운영체제,bash,jenkins,docker,인프라,컨테이너,트랜스포메이션,쿠버네티스,클라우드,AWS,DevOps,CI,CD,인프라,자동화,클라우드","클라우드,AWS,서비스연계,네트워크,인프라,자동화,트랜스포메이션,쿠버네티스,온프레미스,벌크데이터,PHP,인프라,Packer,IaC,CI,안정화,구축,IAM-User,policy,role,자동화,구현,배포,Batch,도메인,Auto-Scaling,서버,스크립트,도커,오케스트레이션,Terraform,Ansible,자원,최적화,보안,CD,오픈소스,운영,데이터베이스,모니터링,CloudFormation,Linux,JunitTest,Jmeter,성능테스트,Java,Node.js,코드리뷰,로그시스템,Spring,Laravel,MySQL,OOP,MSA,암호화,트래픽,로깅,GCP,빌드,Kubernetes,Datadog,Grafana,Gitlab,Jenkins,Maven,Framework,컨테이너,EKS,보안,메트릭,고도화,SRE,Python,N/W,Unix,프로세스,k8s,mongodb,Bitbucket,ncp,고가용성,파이프라인,시스템메트릭,Elasticsearch,RDB,신뢰성지표,장애대응,Shell,SavingsPlan,RI,DevOps 개발자(3년이상),DevOps 개발자,보험플랫폼 DevOps 개발자,스포츠플랫폼 DevOps 개발자,DevOps 개발자,DevOps Engineer,DevOps 엔지니어 (DevOps Engineer),데브옵스 개발자 모집,데브옵스 엔지니어"
12,백엔드 개발자,"개발,데이터베이스,mysql,ubuntu,플랫폼,larabel,튜닝,쿼리,개발,서비스,백엔드,아키텍쳐,spring,framework,mysql,apache,tomcat,git,graphqlapollomobx,jsemotion,rethinkdb,jest,amazon,servicesdocker,elk,azure,express,vcsgithub,cicd,djangoexpress,매드월드,mmorpg,jquery,laravel,php,phplaravel,python,개발운영,aws,Java,Spring,SVN,Redis,MariaDB,네트워크,게임서버,가비아,WindowsLinux,Backend,jquery,Back,backend,백엔드,NodeJS,NestJS,Polyglot,Typescript,GraphQL,Go,Windows/Linux 서버,RDBMS,NoSQL,RESTful,JAVA,API,데이터베이스","phalconphp ,PHP,Nest.js,스키마,API ,도메인,SaaS서비스,웹,주니어 ,시니어,앱,블록체인,인프라,보안솔루션,Node.js,스크립트언어,리눅스,프레임워크,MSA,클린코드,RestfulAPI,Laravel,CI,RDBMS,NoSQL,Redis,데이터,스토리지,운영,Go,Python,C#,JAVA ,개발언어,오픈API,클라우드,CD,ElasticSearch,연동,협업,DDD ,ECR ,ECS ,도커,TypeORM,크롤러,SQL,Sqlalchemy,AWS,Django,Fastapi,프로세스,개선,Spark,컴포넌트,express,분산,구현,트러블슈팅,Git,Slack,Jira,Confluence,파이프라인,유지보수,데이터관리,DynamoDB ,프로비저닝,로직,입출력,RDB,NoSQL,kafka,MSA,서버이중화,CloudGateway,GCP,고도화,AA,대용량데이터처리,아키텍쳐,GraphQL,Cognito,Lambda,테스트코드,데이터베이스,SpringMVC,JSP,Servlet ,fastapi,윈도우,LogStash,Kibana,HTTP ,UDP,TCP,프로토콜,TDD,동기,OOP,JVM ,빅데이터,ETL,BigQuery,알고리즘,Kubernetes ,SIP,관계형데이터베이스,Javascript,IOT,모니터링,Agent,Shell,golang,병렬처리,성능튜닝,대규모요청,Swagger,OAS,RabbitMQ,미들웨어,통신,리소스,코어,MessageQueue,Git-flow,Reactive-Programming,SpringWebflux,CodeIgniter,유닛테스트,Crawling,서버연동,퍼블릭클라우드,SCM,GA,Mongo,Oracle,퍼킹클라우드,Hadoop,기술스택,Sqoop,Airflow,공간데이터,Hibernate,Couchbase,백업전략,장애복구,Maven,Jenkins,MyBatis,[위메프오] 백엔드개발자,[E-Biz개발팀] PHP 백엔드개발자,Nest.js, Python 백엔드개발자 (리드급),[컬리페이] 백엔드개발자,백엔드개발자,백엔드개발자(1년 이상),이커머스 Ai SaaS 백엔드개발자,웹 백엔드개발자(대리~과장),주니어 JAVA 백엔드개발자,시니어 JAVA 백엔드개발자,맛집 앱 백엔드 개발자,블록체인 백엔드 (스마트 컨트랙트) 개발자,[엠포스] 인프라 백엔드 개발자 경력 채용,• 보안 솔루션 백엔드(Java, 서버) 시스템 개발업무를 담당합니다. • 시니어 개발자 역할을 하게 됩니다.,[넥스큐브코퍼레이션] Node.js 백엔드 개발자 (연봉 4500~6000)"
13,정보보안 전문가,"보안성,위험분석,정보보안,정책,compliance,보안요구,정보보호,cisa,cissp,confidentiality,inspires,cyber,security,inspire,compliance,보안,정보보안,취약점,보안솔루션","보안관제운영,보안솔루션,기획관리,침해사고대응,취약점,보안인증,ISMS,엔드포인트,보안인프라,네트워크,모의해킹,DLP ,정보보안엔지니어,OracleDB,DRM개발,이벤트,로그,UTM,SIEM ,CC,IPS,방화벽,자동화툴,Python,Bash,PHP,Windows,IAM,Linux,정보보안기사,CISSP,오픈소스,통합보안로그,ELK,서버,AWS,클라우드,EDR,NAC,백신,DB 접근제어 ,트러블슈팅,snmp ,file,GIT,Confluence,Jira ,CISA,해킹,접근제어 솔루션,On-Premise,WAF,VPN,아키텍쳐,보안리스크,PIA,CPPG,정보유출,망분리,AV,PMS,EPM,syslog,이벤트티켓,SOC,모니터링,컴플라이언스,파싱,Arcsight,Splunk,사이징,서버엔지니어,EC2,ECS,AMI 관리,HCI ,스위치,네트워크엔지니어,효율화,DevOps ,구현방식,개발프레임워크,소스코드,DBMS,TCP,IP네트워크,유닉스 ,정보자산,ISO27001,F/W,CCNA,CCNP ,CERT,OpenSSL,서버접근통제시스템,ISMS-P,보안장비,GS,통합보안,차세대보안,이메일보안,GDPR ,카스퍼스키 ,Spring,Life-Cycle,WIPS,MSA,블록체인,Ipsec,FCNSP,정보통신,ITGC ,개인정보보호법,정보통신망법,보안감사,NHN,GCP,표준화,IEC,진단,위험평가,보안성,패치,APT,DDoS,침투테스"
14,클라우드 시스템 엔지니어,"python,cloudformation,iac,docker,kubernetes,prometheus,grafana,infrastructure,iacinfrastructure,인프라,클라우드,cloud,AWS,네트워크,보안,GCP,Azure","AWS,IDC ,Infra,Public Cloud,인프라 네트워크,네트워크 인프라,VPC,EC2,EKS,ECR,Redshift,MSK,Glue,EMR,RDS,Linux,windows,스토리지,네트워크,보안,GCP,Azure,쿠버니테스,EKS,New Relic,Shell Script,ISMS,Python,GPU,Docker,Kubernetes,배포,로깅,모니터링,컨테이너 오케스트레이션,Terraform,Ansible,MySQL,PostgreSQL,RDBMS,SQL,Grafana,Prometheus,클라우드 솔루션,아키텍처링,NginX,Tomcat,Redis Cluster,TypeScript,VueJS,비동기,API,Bash,PowerShell,IaC,k8s,MSA,Go ,Java,클라우드 인프라 엔지니어,클라우드 엔지니어,(클라우드/서버) 시스템 엔지니어, 리눅스 엔지니어,데브옵스/클라우드 엔지니어 (AWS),클라우드 엔지니어 (Cloud Engineer),[Cloud Service] 클라우드 Portal 서비스 개발 (FE 직무),[기술본부] 클라우드 시스템 엔지니어"
15,경영기획사무원,"경영기획,경영,사업기획,전략기획","경영기획,사업기획,성과지표,사업관리,시장조사,경쟁사,동향,마켓 리서치,인사이트,관리계획,전략기획,사업계획,예산수립,관리계획,지표분석,IR,논리적 사고,문장,장표,재무적 예측,파워포인트,컨설팅,예산,Brand,Performance report,관리회계,엑셀,손익 관리,커뮤니케이션,신사업,벤치마킹,Data 분석,리서치,Problem Solving,전략,기획,사업개발,KPI ,data,MS Office,데이터 분석,Excel,SQL,Tableau,전략과제,실행방안,경영실적,사업타당성,현금흐름,재무기획,이사회,주주총회,법인등기,경영기획,정성,정량,마케팅,BM,의사결정,회의체,MS Word,powerpoint,재무 보고 ,Financial reporting,Forecast modelling,경영기획 직원,[경영기획실] 경영전략 담당자,경영기획/관리,신사업 경영기획 담당자 (5년 이상),경영기획,경영기획(기획/전략),경영관리, 경영기획"
16,3D 그래픽 디자이너,"개발,네트워크,플러그인,웹소켓,AR,유니티,sdk,모션인식,모션캡쳐,모션,unity,unreal,게임,애니메이션,매핑,미디어콘첸츠,uxit,sketchfigma,상세페이지,굿즈,디자인,포토샵,일러스트,인디자인,3D 디자인,3D Max,3D 모델링,3D 렌더링, Unreal Engine","Unreal Engine,브랜딩,Adobe Photoshop,Adobe Illustrator,스케치,Maya,Zbrush,3D,리소스,디자인 ,모션캡처,Cinema 4D,Octane Renderer,After Effects,프로젝트 ,연출,Zeplin,그래픽 디자인,3D모델링,3D 렌더링,Adobe XD,Figma,AR,VR,3D Max,Blender,모션 그래픽,아트워크,키비주얼,텍스쳐링,라이팅,렌더링,Standard,octane,프로토 타이핑,인터랙션 가이드,컴포턴트,인터랙션 디자인,인터페이스,Virtual Huamn,3ds MAX,페이셜 커스터마이징,애니메이션,Rig,Arkit Face 52,리깅,Blend shape,JIRA,캐릭터 모델링,텍스처,리소스 최적화,하이폴리곤,unity Shader Graph,프리 비주얼라이제이션,에셋 모델링,룩 디벨롭먼트,에니메이션,Substance painter,AR/VR,유니티,Unity,메타버스,MX,Metaverse Experience,콘텐츠,3D Art work,모션그래픽,라이브러리,Motion Graphic,Octane,Abode CC,VFX,X-particle,Turbulence FD,Realflow,Houndini,protopie,Asset,Riging,Marvelous Designer,unity,unreal,Redshift Render,Nuke,premiere,캐릭터 에니메이션,FX효과,FX소스,FX시물레이션,FX 타이밍,Unity 3D,UGUI,이펙트,UIFX,URP Shader,모션,Virtual Influencer,캐릭터 IP,일러스트레이션,에셋 관리,Previsualizzation,Camera layout,Previz,프리비주얼,파이프라인,매트페인트,매트페인팅,아바타,PBR 쉐이더,모델링,쉐입,NFT,UE5,UE4,PBR,키아트,컨셉아트,비주얼 디자인,시즈널 이미지,무드보드,컨셉보드,키비주얼,MODO,CLO3D,그래픽 리소스,SpeedTree,Substance designer,World Machine,Quixel Mixer,Web GL,언리얼 3D 디자이너,3D 모션그래픽 디자이너 팀장,3D 아트웍 및 프랍개발 (Unity3D/Unreal),Graphic Designer(3D) [크리에이티브팀],Product Designer (Interaction),3D 리깅 아티스트,3D 캐릭터 모델러,3D 아티스트,게임 3D 디자이너,[MX]3D 모션그래픽 디자이너,3D 캐릭터 모델러 / 캐릭터 Rigger/3D 배경 모델러/애니메이터,[Mergerity] 모션그래픽 디자이너,FX 아티스트,이펙터 (캐주얼 액션게임),3D Character Modeler/Animator,[Creative] Layout Artist (3년 이상),[Creative] Matte Painter (3년 이상),[NFT Metaverse Dept.] Character 3D Art (Character Modeler),[NFT Metaverse Dept.] Environment 3D Art (World Modeler),[Creative] Sr. Visual Designer (6년 이상),[SINPLE] Sr. 슈즈 3D모델링 디자이너 / 3년 이상,[3d 모델링] 배경 모델러"
17,QA 엔지니어,"검수,보안경,팔레트,포장기,테이핑,물류창고,유저케이스,품질보증,레포트,오류,테스팅,품질,QA,테스트,QA 프로세스,테스트 케이스, Selenium","테스트,결함 보고,분석,추적,테스트 프로세스,테스트 고도화,QA,Native App,WEB,테스트 계획,테스트 케이스,애자일,스크럼,API,자동화 테스트,ISTQB,CSTS,Use case,Test Case,QA 프로세스,서비스 QA,Test Plan,Test Cse,Selenium,Appium,CSTE,Test Framework,E2E,자동화 구축,버그 픽스,보안,성능,사용성,Java,Python,데이터베이스,네트워크,운영체제,품질 향상,리뷰,피드백,이슈 관리,유지 보수,Web,Application,테스트 설계,CI/CD,API,postman,jmeter,clarles proxy,chrome inspector,tester,javascript,sql,APM,testrail,testlink,호환성테스트,BTS,버전,리그레션,모니터링,F/U,버전 관리,프로젝트,TDD,BDD,ad hoc,엣지 케이스,오류,QA 엔지니어[QA팀],QA 엔지니어,QA 엔지니어,QA 엔지니어,[IT인프라실] QA 엔지니어,QA 엔지니어,QA 엔지니어,운영 QA 엔지니어"
18,UIUX 디자이너,"pc,mobile,웹사이트,제작,유지관리,모바일웹,adobe,pc,모바일,디자인작업,브랜드브랜딩,와이어프레임,제플린,일러스트,포토샵,웹앱,uiux,uxui,화면,로고,BI,visual,디자인,서비스,가이드라인,포트폴리오,디자인툴,prototyping,appweb,illustrator,photoshop,gui,인터랙티브,uigui,sketch,adobe,프로토타이핑,프로토타입,UIUX,UI/UX,UX,UI,UI 디자인,UX 설계,사용자 경험,Figma,Zeplin","prototyping,UX 설계,UI 디자인,디자인 트렌드,Figma,UI,UX,user Flow,MVP,웹 퍼블리싱,A/B test,디자인 리서치,스프린트,애자일,Photoshop,Illustrator,Sketch,Zeplin,사용자 경험,서비스 디자인,컨셉 수립,프로토타이핑,디자인 시스템,컴포넌트,사용자 인터뷰,정량적 데이터,정성적 데이터,반응형 웹,믹스패널,GA4,SQL,멀티플랫폼,기능 정의,화면설계서,XD,Adobe,그래픽디자인,레이아웃,애프터이펙트,서비스 기능,마켓 리서치,사용자 정의,서비스 시나리오,Workflow,wireframe,GUI,디자인 가이드,데이터 분석,Lo-fi,Hi-fi,모바일,웹 ,피그마,adobeXD,포토샵,일러스트레이터,Mobile Web,App,반응형 웹디자인,html,css,와이어프레임,서비스 화면,기능 기획,분석 트래킹,Amplitude,AOS,iOS,UX/UI 디자이너,UI/UX 디자이너,UX/UI디자이너,UI/UX Designer,프로덕트(UX/UI) 디자이너,UI/UX 웹 기획자,UI/UX 디자인,UI/UX PL,UX/UI 주니어,UI/UX 디자이너,UX 디자이너"
19,RA(Regulatory Affairs),"mfds,ind,승인,협업,gap,신약허가,임상시험승인,시험기관,수입허가,제도,대응,의약품,인허가,규정,준수,규제,미허가,ra,국내외,허가,해외개발,ema,규제기관,대관,FDA,식약처,GMP,ISO 13485, 규제기관, 허가, 임상평가, 시험승인","CE,FDA,규제기관,허가,EMA ,대관업무,WHO, PQ,모니터링,체외진단의료기기,임상평가, IRB,신의료신청,IVDR,IND,CRO,식약처,MDR,CAD,의료기기,규정,간호학,Immunoassay,PCR,CTD,감시,인증,미허가,샘플,국민건강보험공단,QA,GMP,ISO 13485:2016,MDSAP,임상평가,위험분석,사용성평가,해외허가,물리화학시험,미생물시험,바이오의약품,독소제제,NDA,신고,갱신,갭분석,NMPA,생물학적제제,MFDS,심사기관,임상기관,규격,의공학과,510K,원자재,벨리데이션,국내허가,CE,심평원,RA 전문가,KGMP,수입관리기준서,제품표준서,라이센스,신규품목,GxP,QMS,약사법,조율,소통,IND/NDA,의약학,약리학,API,Drug Product,해외규제,인증기관,치료재료,제품허가이력,임상레포트,CER,CSR,수입허가,신약개발,품질,GAP,제약,헬스케어,임상시험승인,신약허가,1상,비임상시험,항체의약품,GLP,GCP,품목신고,품목분류질,혁신의료기술,신의료기술,약사,nan,RA (경력 3년 이상),해외RA,RA팀 (안양 사업장 근무),임상개발팀 (의약품 RA) (사원 ~ 과장),Industrial Regulatory Compliance Specialist(RA),의료기기 QA/RA,해외인허가팀 (정규직),해외인허가팀 (정규직),인허가(RA)/ 팀원,의료기기팀,QA/RA (제약,의료기기) , RA/QA,Regulatory Affairs Associate (Manager) ,RA (Regulatory Affairs) ,등록팀 (RA),RA (팀원) (소속: RA/QA팀),RA,의약품 수입허가 RA Manager (경력 5년 이상),의약품 국내허가 RA Manager (경력 10년 이상),항"
20,감정평가사,"문화재관련,문화재보존처리,감정업무,건축감정,명품가격측정,직원감정교육,법원감정,감정보고서,감정,국제보석감정사,보석감정사,토지보상,영업보상,토지,소유자추천,수용토지,지장물,감정평가사,감정평가서,탁상감정평가,기초자료,부동산,현장조사,감정서,감정평가","감정서,탁상감정평가,현장조사,감정평가서,비지오,강의,연구,지장물조사,토지보상,주얼리판매,보석,국제보석감정사,디자인,주얼리 제작,감정평가조사업무,담보물,외부감정평가,법원감정,명품감정,건축감정,문화재보존처리,평가법인,수수료,일반거래,보상,소속평가사,문화재 보존과학,문화재 보존처리공,연구개발,수습감정평가사,부동산,지장물,기초자료,감정평가법인,작성,감정평가,그림작업,접수,도면,전산자료,문서관리,온라인,강의 촬영,영업보상,소유자추천업무,토지,수용토지,보석감정기능사,보석감정사,GIA,GG,귀금속보석판매사,주얼리,금속공예,CAD,CAM,라이노,다이아몬드,바잉,런칭,통관,수출입,공방,나석,주얼리 기획,조사가액산출,감정평가법인,감정평가기관,수익성,담보가치,빅데이터,담보,건설,건축기사,명품,매입,위탁,직원감정교육,건축,적산,공사비산출,안전진단,기술지원,건축공무,하자진단,명품검수,중고 명품,정가품,검수,책정,발송,전례등록,대형감정평가법인,비지오 도면,문화재수리기능자,문화재수리기술자,문화재,컨서베이터,문화재보존가,보조,보상평가,무형자사평가,경매평가,소송평가,지원업무,전산,경매,탁상,현장출장,시가감정,편집,금융권,영업관리,현장 실무,탁상입력,비지오작업,도면작업,도면작성,일반감정,특수감정,감정평가의뢰,제반업무,어업손실보상,Visio,분석,부동산 현장조사,탁상감정,평가서,감정서,캐드,수습평가사,(주)가온감정평가법인 경기동부지사 감정평가직 경력직 채용,(주)삼창감정평가법인 본사 - 평가지원팀 채용 공고,[주2,3,일근무]감정평가보조 업무 현장 직원 모집합니다.,(주)감정평가법인 대일감정원 경기동부지사 감정팀 채용공고,감정평가업무보조 행정전산직 채용 공고,감정평가사 온라인 강의 강사 모집,부동산감정평가 현장조사직 직원 채용 (경기도 구리 근무가능자),토지보상관련 지장물조사 담당(감정평가등 보상관련직종 유경험자 우대),호암감정평가법인에서 영업사원을 모집합니다.,(주)골든듀 세일즈프로 채용 - 서울/경기지역,태국 방콕 지노잼 보석 매장 판매직 채용,보석전문가의 길을 걷고자하는 신체 건강한 남녀 가족을 찾습니다.,(주)골든듀 AMC 로제도르 주얼리 디자이너 채용,주얼리 제작 및 바잉 (대리-과장급) 유통대기업,감정평가 조사업무(탁상감정 가능자) 직원모집,2022년 감정평가사 경력 채용,[주담대스튜디오] 주택담보대출 담보 및 감정평가 기획 담당자,건설 법원감정 실무자/건축시공 기술자(경력직) 모집,[MEVENT 명품편집샵] 명품감정사 경력직 채용,건축관련 법원감정업무 신입 정규직 채용,문화재보존가(컨서베이터) 신입/경력 정규직 채용"
21,경영컨설턴트,"기술혁신정책,발전전략,연구개발사업,기관평가,jv,지분투자,투자수익성,자문사,nba,자문,투자,pe,vc,경영컨설턴트,마케팅전략수립,수행,시장조자,경영평가,조직진단,중장기,발전전략,행정조직,보수체계,컨설팅,경영분석,증권,보험,대출,사업계획,재무실사,가치평가,pmi,investment,bank,ipo,기업구조조정,증권사,ib,경영컨설팅,M&A,사업제안서,전략수립,재무총괄,전략기획총괄,경영기획,재무전략,marketing, business, economic","기업,재무,회계,인사,미래비전,유통,분석,해결방안,추진목적,컨설팅,예산,간이제안서,사업제안서,인터뷰,워크샵,벤치마킹,경영진단,교육,지도,문제점,경영학,경제학,인수합병,M&A,인적자원관리,인적자원개발,경영여건,프로그램개발,직무분석,노사관계,경영비전,재무기획,경영기획,사업기획,경영분석,경영컨설팅,세무컨설팅,전략기획,사업기획,투자업무,사업계획 수립,재무실사,가치평가,기업구조조정,상경계열,매출분석,실적관리,손익분석,KPI 수립,원가분석,사업기획 업무,경영평가,조직진단,중장기 발전전략,성과보수 체계,만족도 조사,민간기업,공공기관,보수체계 설계,교육과정 개발,리서치보조,마케팅전략수립,산업공학,자료처리,보고서 작성,인증컨설팅,현장실사,PPT 제안서 작성,경영분석가,경영자문가,상담,자문,딜 검토,자산매각 검토,성장전략 수립,PMI,PMI 전략,자산평가 업무,관리업무,영업활동,서류작성,통계작성,영업문서작성,영업결산,실적결산,유통지원,전산처리,매출정산,후선지원업무,홍보,교육,글로벌 마인드,펀드 투자,투자 프로세스,투자수익성,자문사,지분투자,HR컨설팅,컨설턴트,타당성 분석,사업전략,경영전략,R&D,연구기관,발전전략,개선방안 수립,HRM,HRD,HR컨설팅,인사기획,평가,보상,전략적 인적자원관리,전략적 HRM,경영전략 및 M&A 경력직 채용,사업기획팀,영업부,신입 및 경력직 경영컨설턴트를 모집합니다,경영컨설턴트 및 기획사무원 신입&경력직 수시모집,경영컨설턴트 신입 및 PL,PM가능한 경력직(정규직) 모집,M&A/딜/기업가치평가/애널리스트/기업인수합병,경영기획실 기획팀 채용공고,M&A, 사업개발, 신사업, CVC, 투자, 팀장, 지주사, 화학, 바이오,영업지원,경영전략/사업전략/타당성 분석 컨설턴트 모집,기술경영 컨설턴트,전략적  인적자원 관리"
22,경제학연구원,"경제전략,자산시장,경제학과,경제현안,자산시장,경제통계,경제분석,거시경제,경제성장률,경상수지,소비자물가,경제,거시경제변수,공공기관,민간단체,수탁,연구사업,노동관련,연구사업,일정관리,예산관리,인적관리,자산건전성,건전성,대외환경,대손충당금,리스크관리,리스크,경영전략,은행경영,미래전략,금융시장,디지털금융,북한경제,경영환경,계량경제,재무론,미시경제,화폐금융,STATA,금융혁신","계량경제,재무론,미시경제,화폐금융,STATA,금융혁신,연구자료,데이터 수집,분석,사례연구,자료검색,디지털금융,인터넷은행,핀테크,디지털화,머신러닝,빅데이터,통계분석,경영전략,자산건정성,리스크관리,엑셀,SQL,정책대안,노동관계,연구방법,연구수행,정성 자료,정량 자료,데이터 수집,분석모형,분석기법,거시경제,동향,경제정책,경제 현안,경제변수,경제성장률,경상수지,소비자물가,대응전략,의정활동,통계,계량분석,SAS,Eviews,MATLAB,R,통화,경제정책,패널,시계열,한국금융연구원 금융혁신연구실 연구원 채용 (2022.8.3(수)~8.9(화) 24:00까지),전문계약직(조사연구),리스크관리,연구위원 직군 (정규직),경제분석관,경제분석관 (일반임기제 5급),경제분석관보 (일반임기제 6급)"
23,금융상품개발자 ,"상품구조,담보개발,장기보험상품,개정전략,신계약가치,상품개정방향,장기상품,개발,약관,담보,신시장,협의요율,위험률,보험계리사,증권사,운용사,투자,ficc,외국계,선정산,데일리펀딩,상품,카드매출,상품,해외송금,금융상품,금융,핀테크","금융상품,금융,상품,핀테크,금융기관,프로세스,조견,신상품 기획,규정,지침,매뉴얼 수립,보고서 작성,출시,커뮤니케이션,도전의식,운영,은행,저축은행,캐피탈,카드사,IT서비스,신용분석사,여신심사역,선정산,신규 금융상품,신규 상품,상품 출시,개인신용 상품,카드매출,온투업,기획,증권사,운용사,PB상품 ,채권,펀드,외환,FICC,투자,리스크 관리,금융회사,수립,산업 리서치,산업 보고서,금리변동률,일반보험,상품개발,신위험률,협의요율,신시장 발굴,상품 이해능력,비즈니스영어,보험계리사,계리소프트웨어,장기상품,개발업무,담보개발,수익성,상품개정방향,경쟁력,신계약가치,상품기획,상품전략,수익성 분석,요율 산출,인가서류,상품판매 지원,창의적 사고,창의력,도전적 자세,Data Scientist,디지털 환경,트렌드 분석,사례조사,공시 업무,개발자,영업비용,회사이익,사회변화,예금,투자신탁,주식,채권,재정 설계,금리 리스크,금리,서비스,금융 신상품,피드백,상품개발부서,경제흐름,데이터분석능력,은행,증권회사,우체국,금융기관,적금,상품개발실,금융부채,지분상품,당기손익인식,개발,금융상품 기획 및 운영 Manager,금융상품 심사/운영,IT 개발 및 관리,금융상품 기획 및 운영,일반보험상품개발,장기보험상품개발,상품개발 담당자 (대리/과장급),일반 보험 상품개발 / 국내 금융사"
24,기계공학기술자,"동역학,응용 설계,유로해석,열해석","동역학,응용 설계,유로해석,열해석,요소기술,Laser,가공설비,광응용장치,부품설계,품질 평가,기구 설계,판금설계,사출금형,유동해석,열해석,구조해석,Solidworks,AutoCAD,구동부설계,회로 해석,현가부품,CATIA,부품 설계,해석,구조 해석,내구 해석,열유동,아바쿠스,하이퍼메시,플루언트,NVH,열관리,필드클레임,제조설비,Smart Factory,MES,SCADA,챔버 설계,ZIG  설계,Inventor 3D,AutoCAD,2D,ARM,Analog회로,Motor 구동,Power system,SMPS,디버깅,전자회로,회로이론,회로 설계,PCB,인허가,기구 설계,Solid works,Auto CAD,상세도면,사양설계,CVD,제작,테스트,CAD,ALD,Machining Process,Mechatronics,Autocad,3D 설계,Pro-E,안테나,필터,이동통신,금속제품,기술문서,스켈레톤,생산자료,Reactor,상세설계,Agitator,Pump,PDMS,해석,Laser 응용가공,기구설계,기구설계 (대리~차장),현가설계팀 ,해석팀,시험팀,설비기술팀,설계팀 (기구설계),HW설계 및 개발 ,기구설계 및 개발 ,기구설계,Machining Engineer,Mechanic,Mechanic,기계 설계 Mechanical Engineer"
25,노무사,"조직문화,관리,근로기준볍,노사,공인노무사,노무이슈,노동정책,변화관리,노사관계동향,노동관계법률,노사협의회,인사위원회,노무법인,노사,노사관계,노사문제,노동위원회,인사기획,인사제도,평가제도,채용","노동,노동관계,개선방안,근로자,법률문제,노동위원회,구제신청,대리업무,산업재해,임금체불 진정,체당금 신청,노사분쟁,조정,중재,정책자문,기업,노조,인사관리 컨설팅,노무관리 진단,노사컨설팅,단체교섭 대리,단체협약 분석,급여,4대보험,고용컨설팅,채용,모집대행,중소기업 지원금,신규고용촉진장려금,고령자 고용촉진 장려금,고용유지 지원금,노무사,인적자원관리,인적자원개발,관리자,경영여건,인사노무,노무이슈 대응,노동정책 변화관리,노사관계동향,노동관계법률 해석,예방관리 가능자,노사협의회,인사위원회 운영,공인노무사 ,노무법인,인사노무자문,임금아웃소싱,노동관련 사건,HR 컨설팅,ER,노동법령,근로환경,법률자문,사건대리,최저임금,부당해고,이슈대응,노무리스크 관리,대응방안 수립,노동환경 변화,구성원 고충처리,대외기관 대응,HRM,법률,법무,회계,노무전략 수립,단체교섭,노동정책 ,노동법,노동법 변화,근로감독,노조 대응,근로기준법,인사기획,운영관리,인사평가,원천세,연말정산 관리,정부지원금 신청,정부지원금 ,보수총액신고,퇴직연금,HRM 업무,급여아웃소싱,임금체불 ,대지급금,기업자문,직장내 괴롭힘,직장내 성희롱,산재,급여관리,체불,해고,연장수당,연장수당산출,노무법인,노동법,근로계약,취업규칙,체당금 ,산재보상,병원인사노무,보험,노조설립 대응,공공기관,ER담당(공인노무사),인사노무(ER) 공인노무사 3년이상,2022 경력 또는 신입 노무사 채용 공고,노무사,공인노무사 채용,사내 노무사,인사운영,인사/노무 경력직 채용"
26,로봇공학기술자 및 연구원,"로봇공학, 동역학, 메커니즘","로봇,기구학,동역학,Linux,C,c++,Python,git,버전관리,설계 문서,로봇 기구,구동 메커니즘,시뮬레이션,정적 분석,동적 분석,안전율,가동범위,파워,설계 이력,BLDc,모터,원천기술,3D,2D,FEM,산업기사,기계요소,공차관리,인체공학,기구 개발,모터,모듈화,표준화,회로,디지털,아날로그,신호처리,구동 메커니즘,전원관리,센서,인터페이스,EMI,EMC,내성 설계,인증시험,OVP,OVP,OTP,케이블,통신,Firmware,OrCAD,Altium,SBC,MCU,알고리즘,리눅스,LabVIEW,FPGA,NI cRIO,sbRIO,자율주행,Deep learning,인지 ,위치 추정,로보틱스,ROS,ROS2,CUDA,전장,전장함,PLC,EPLAN,펌웨어,Cortex,IAR,Embedded,IDE,CanOpen,Modbus,모션제어,Or-cad,PCB,모바일 로봇,4족보행,Lidar,GPS,서비스 시나리오,현장 테스트,그리퍼,브라켓,정렬장치,컨베이어,동작 및 시운전,CAD,CAM,로봇 오퍼레이션 시스템,로봇 제어 엔지니어링,기구개발 ,회로 연구개발 ,LabVIEW 개발 ,자율주행 엔진 개발,자율주행로봇 전장 설계,펌웨어 개발,로봇S/W 엔지니어,로봇 응용 S/W 엔지니어,로봇 응용 S/W FAE,자동화 기계/로봇 설계"
